fish_id,group,dpf,video_id,dlc_model,dlc_keypoints,dlc_pcutoff,dlc_mean_keypoint_likelihood,dlc_pct_frames_below_pcutoff,dlc_tracking_qc_pass,dlc_mean_speed_mm_s,dlc_max_speed_mm_s,dlc_rest_fraction,dlc_burst_rate_per_min,dlc_mean_tail_bend_deg,dlc_max_tail_bend_deg,dlc_mean_tail_angle_change_deg_s,dlc_max_tail_angle_change_deg_s,dlc_whirlpool_rate_per_min,dlc_behavior_abnormality_index,manual_pts_stage_TRUTH,stunned_phenotype_TRUTH,record_status,template_seed
TBI0091,tbi_low,4,VID_TBI0091_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9744,3.8375,True,4.2091,9.4898,0.008,13.2266,46.5793,87.1377,107.9152,232.6735,1.8127,2.9775,3,False,placeholder_pending_replacement,42
TBI0091,tbi_low,5,VID_TBI0091_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,3.4028,True,4.8294,7.7334,0.1655,15.3667,45.6578,87.036,127.5334,227.8383,1.56,3.0554,2,False,placeholder_pending_replacement,42
TBI0091,tbi_low,6,VID_TBI0091_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9635,5.1378,True,2.7632,4.8439,0.1138,7.4028,27.8543,44.2621,70.6761,106.9364,0.2242,1.1636,1,False,placeholder_pending_replacement,42
TBI0092,tbi_low,4,VID_TBI0092_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9518,4.6612,True,1.3828,3.0902,0.3443,3.0438,10.0336,16.2191,38.3684,85.8838,0.0,0.2804,0,False,placeholder_pending_replacement,42
TBI0092,tbi_low,5,VID_TBI0092_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9455,0.0,True,1.5444,4.221,0.3202,2.921,8.9752,13.9054,29.1816,51.8684,0.0,0.2214,0,False,placeholder_pending_replacement,42
TBI0092,tbi_low,6,VID_TBI0092_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9551,0.0,True,1.5618,3.4745,0.2514,5.6611,9.7165,16.5365,45.1523,99.2034,0.0164,0.2721,0,False,placeholder_pending_replacement,42
TBI0093,tbi_low,4,VID_TBI0093_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9633,2.602,True,1.2508,2.6003,0.2796,4.0096,11.4404,22.3091,34.864,60.5415,0.0434,0.1485,0,False,placeholder_pending_replacement,42
TBI0093,tbi_low,5,VID_TBI0093_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9343,0.9308,True,1.5777,3.7887,0.2343,3.7577,8.9439,15.4282,35.239,56.8543,0.0,0.1653,1,False,placeholder_pending_replacement,42
TBI0093,tbi_low,6,VID_TBI0093_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9682,4.4643,True,1.786,2.9843,0.1968,3.8293,9.8485,19.4072,34.2136,78.525,0.2827,0.3224,0,False,placeholder_pending_replacement,42
TBI0094,tbi_low,4,VID_TBI0094_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9304,3.2341,True,1.3726,3.3922,0.2892,2.5891,15.9022,23.6439,43.0311,74.6299,0.281,0.3292,1,False,placeholder_pending_replacement,42
TBI0094,tbi_low,5,VID_TBI0094_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9516,2.7646,True,1.8394,4.4987,0.3006,4.8987,14.299,22.5235,21.6171,34.5281,0.0,0.2135,0,False,placeholder_pending_replacement,42
TBI0094,tbi_low,6,VID_TBI0094_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,0.0,True,1.2388,2.8264,0.2091,4.9818,14.7576,27.4631,39.3796,71.9894,0.0,0.2484,0,False,placeholder_pending_replacement,42
TBI0095,tbi_low,4,VID_TBI0095_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9506,6.2861,True,3.3572,7.602,0.1457,7.6758,27.4189,54.4808,58.0536,87.5255,0.3557,1.2259,1,False,placeholder_pending_replacement,42
TBI0095,tbi_low,5,VID_TBI0095_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.979,1.5709,True,2.7102,6.1165,0.2091,7.6092,29.9823,54.8594,73.6004,168.1313,0.4461,1.1774,1,False,placeholder_pending_replacement,42
TBI0095,tbi_low,6,VID_TBI0095_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9545,4.0676,True,3.2843,7.5896,0.1536,7.37,26.1426,34.1299,64.7701,92.1445,0.6342,1.2959,2,False,placeholder_pending_replacement,42
TBI0096,tbi_low,4,VID_TBI0096_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9465,3.2262,True,1.3626,3.5596,0.2625,3.3149,17.935,31.5167,30.3821,56.3074,0.0449,0.1762,0,False,placeholder_pending_replacement,42
TBI0096,tbi_low,5,VID_TBI0096_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9831,4.6496,True,1.462,2.7024,0.302,4.5289,15.2098,29.6924,30.2852,53.4166,0.0,0.1162,0,False,placeholder_pending_replacement,42
TBI0096,tbi_low,6,VID_TBI0096_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9764,3.8552,True,2.908,5.9289,0.1304,7.3174,28.3671,56.0916,79.4156,140.8728,0.2209,1.2288,1,False,placeholder_pending_replacement,42
TBI0097,tbi_low,4,VID_TBI0097_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9722,0.9439,True,1.8661,4.7587,0.2686,2.4073,12.2414,17.1614,17.4308,35.0343,0.1712,0.3291,0,False,placeholder_pending_replacement,42
TBI0097,tbi_low,5,VID_TBI0097_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.988,0.0,True,1.6321,2.6151,0.226,4.5872,12.5853,23.8352,33.0189,56.9819,0.2414,0.2122,0,False,placeholder_pending_replacement,42
TBI0097,tbi_low,6,VID_TBI0097_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9552,4.1902,True,1.442,3.569,0.2398,4.6483,10.5689,18.4951,38.164,55.8273,0.0,0.1884,0,False,placeholder_pending_replacement,42
TBI0098,tbi_low,4,VID_TBI0098_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9607,3.4807,True,1.563,2.6084,0.2756,6.2404,17.6052,26.8228,32.6352,55.13,0.0543,0.2158,1,False,placeholder_pending_replacement,42
TBI0098,tbi_low,5,VID_TBI0098_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9517,3.1214,True,1.6913,4.511,0.2575,4.429,16.2302,21.8604,27.4685,47.0985,0.0,0.1323,0,False,placeholder_pending_replacement,42
TBI0098,tbi_low,6,VID_TBI0098_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9483,0.0,True,4.2768,8.6829,0.0787,16.482,44.2543,62.6515,128.2181,192.5314,1.7312,3.1432,2,False,placeholder_pending_replacement,42
TBI0099,tbi_low,4,VID_TBI0099_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9515,0.7806,True,1.3773,2.8041,0.3117,1.5262,8.0426,11.7128,32.0263,60.1423,0.0354,0.3343,0,False,placeholder_pending_replacement,42
TBI0099,tbi_low,5,VID_TBI0099_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,3.0118,True,1.7896,3.4432,0.2309,3.6613,16.8435,23.8548,43.8973,76.9644,0.0,0.2335,0,False,placeholder_pending_replacement,42
TBI0099,tbi_low,6,VID_TBI0099_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9755,0.0,True,1.2793,3.1623,0.2378,2.6154,15.3652,22.4605,16.2589,31.7772,0.0,0.2881,0,False,placeholder_pending_replacement,42
TBI0100,tbi_low,4,VID_TBI0100_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9564,0.7096,True,3.2813,8.3705,0.105,8.9228,31.4857,58.03,63.1779,139.4117,0.6388,1.5206,2,False,placeholder_pending_replacement,42
TBI0100,tbi_low,5,VID_TBI0100_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9815,3.3516,True,3.1007,7.9725,0.1973,8.0266,31.1436,53.3811,66.7827,141.4184,0.3861,1.2547,1,False,placeholder_pending_replacement,42
TBI0100,tbi_low,6,VID_TBI0100_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.8999,2.2709,False,4.428,8.7016,0.1008,14.5214,44.881,85.9814,119.505,241.5641,1.8464,3.0365,1,False,placeholder_pending_replacement,42
TBI0101,tbi_low,4,VID_TBI0101_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.981,5.3664,True,1.4456,3.7243,0.2966,2.7686,13.1061,21.101,30.7117,49.4815,0.0,0.1444,0,False,placeholder_pending_replacement,42
TBI0101,tbi_low,5,VID_TBI0101_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9569,4.9035,True,1.3861,3.8122,0.3339,5.8247,14.168,20.5788,20.0116,28.337,0.3863,0.4145,0,False,placeholder_pending_replacement,42
TBI0101,tbi_low,6,VID_TBI0101_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9194,2.7948,True,1.1856,2.6899,0.2349,1.2193,18.2241,28.3942,34.9416,54.1829,0.0152,0.3652,0,False,placeholder_pending_replacement,42
TBI0102,tbi_low,4,VID_TBI0102_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9563,0.0,True,3.0943,6.7665,0.0081,8.5793,29.2753,38.6669,85.1223,119.8515,0.6198,1.6654,1,False,placeholder_pending_replacement,42
TBI0102,tbi_low,5,VID_TBI0102_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9625,4.4752,True,3.0252,8.11,0.0736,8.7759,23.5332,39.8293,77.9828,134.4763,0.4172,1.3781,1,False,placeholder_pending_replacement,42
TBI0102,tbi_low,6,VID_TBI0102_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,3.8185,True,1.7746,4.517,0.3283,5.4336,13.5402,19.4512,12.5815,24.4436,0.0825,0.3466,0,False,placeholder_pending_replacement,42
TBI0103,tbi_low,4,VID_TBI0103_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9695,0.5658,True,1.2607,2.9247,0.2818,2.2455,12.6006,20.4526,25.6122,44.7913,0.0,0.2331,0,False,placeholder_pending_replacement,42
TBI0103,tbi_low,5,VID_TBI0103_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9525,0.0,True,1.1225,2.9709,0.2058,4.7347,18.875,29.1452,33.5164,72.8618,0.1799,0.3565,1,False,placeholder_pending_replacement,42
TBI0103,tbi_low,6,VID_TBI0103_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.924,5.773,True,2.8567,5.7554,0.17,7.1565,25.0195,38.6574,69.3698,129.7143,0.6082,1.1755,1,False,placeholder_pending_replacement,42
TBI0104,tbi_low,4,VID_TBI0104_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9576,3.5909,True,1.4917,3.1044,0.2864,3.8923,9.344,18.5823,47.0845,97.8542,0.1807,0.2652,0,False,placeholder_pending_replacement,42
TBI0104,tbi_low,5,VID_TBI0104_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9874,0.0,True,3.9709,10.8587,0.0206,15.9577,35.8498,56.1611,114.4131,174.0668,1.9781,2.9796,3,False,placeholder_pending_replacement,42
TBI0104,tbi_low,6,VID_TBI0104_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9662,8.0961,True,3.1729,6.8693,0.1818,7.6073,29.5755,45.9938,66.2161,129.8942,0.4133,1.2445,1,False,placeholder_pending_replacement,42
TBI0105,tbi_low,4,VID_TBI0105_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9876,6.1284,True,3.229,7.0123,0.1701,10.6608,29.2855,41.7084,80.4073,147.8811,0.2436,1.4628,2,False,placeholder_pending_replacement,42
TBI0105,tbi_low,5,VID_TBI0105_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9203,1.592,True,1.3885,3.292,0.2435,1.7843,9.2859,13.5461,22.344,42.5473,0.0494,0.3408,0,False,placeholder_pending_replacement,42
TBI0105,tbi_low,6,VID_TBI0105_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9749,0.0,True,1.4651,3.3081,0.312,2.865,10.0384,17.1155,6.4377,10.8208,0.0088,0.3518,0,False,placeholder_pending_replacement,42
TBI0106,tbi_low,4,VID_TBI0106_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9605,0.4182,True,1.8533,4.6667,0.2968,3.4583,11.1695,20.5473,32.6478,71.814,0.0596,0.1961,0,False,placeholder_pending_replacement,42
TBI0106,tbi_low,5,VID_TBI0106_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9559,5.0163,True,1.511,3.6316,0.2792,3.3401,21.0734,35.7304,33.8693,73.7336,0.0101,0.1881,0,False,placeholder_pending_replacement,42
TBI0106,tbi_low,6,VID_TBI0106_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9578,0.7264,True,2.1562,5.0136,0.2224,4.3338,11.1188,20.5364,29.5255,45.0056,0.3086,0.3671,0,False,placeholder_pending_replacement,42
TBI0107,tbi_low,4,VID_TBI0107_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9844,2.749,True,3.2784,6.3223,0.1622,8.7855,28.518,40.2126,66.0474,150.4634,0.4482,1.3483,0,False,placeholder_pending_replacement,42
TBI0107,tbi_low,5,VID_TBI0107_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9632,2.3693,True,1.1548,3.1014,0.3758,2.0006,7.9125,12.4833,31.5287,71.0084,0.0,0.4237,1,False,placeholder_pending_replacement,42
TBI0107,tbi_low,6,VID_TBI0107_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9633,1.4159,True,3.0491,4.9948,0.1772,7.804,29.724,49.2735,71.089,105.0141,0.1991,1.1952,1,False,placeholder_pending_replacement,42
TBI0108,tbi_low,4,VID_TBI0108_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9867,0.0,True,1.6498,2.8438,0.1862,4.2038,12.3523,17.3213,25.4666,36.124,0.0448,0.2132,0,False,placeholder_pending_replacement,42
TBI0108,tbi_low,5,VID_TBI0108_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9508,9.31,True,1.2625,3.1004,0.2503,3.5839,10.2596,13.7938,35.0988,56.2311,0.0,0.1872,0,False,placeholder_pending_replacement,42
TBI0108,tbi_low,6,VID_TBI0108_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9746,2.6526,True,1.7012,4.7252,0.2823,4.1413,16.6922,25.9811,37.7491,84.8872,0.0622,0.1538,0,False,placeholder_pending_replacement,42
TBI0109,tbi_low,4,VID_TBI0109_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9443,2.0832,True,1.1249,1.936,0.3618,2.6979,13.4112,25.5409,30.3265,56.0442,0.1336,0.3345,0,False,placeholder_pending_replacement,42
TBI0109,tbi_low,5,VID_TBI0109_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9509,0.9844,True,1.5221,3.4114,0.2055,2.5145,10.1648,16.0751,42.4548,63.6118,0.1049,0.3262,1,False,placeholder_pending_replacement,42
TBI0109,tbi_low,6,VID_TBI0109_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9482,2.2102,True,1.1563,1.94,0.2362,1.854,15.961,22.0373,23.6937,54.024,0.047,0.3393,0,False,placeholder_pending_replacement,42
TBI0110,tbi_low,4,VID_TBI0110_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9605,2.7282,True,2.4842,4.5,0.096,7.4124,33.4772,45.3241,71.9175,138.8568,0.4993,1.32,2,False,placeholder_pending_replacement,42
TBI0110,tbi_low,5,VID_TBI0110_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9621,4.2159,True,1.1694,2.2807,0.2805,1.9952,10.9168,17.6508,15.8505,29.7657,0.0,0.3507,0,False,placeholder_pending_replacement,42
TBI0110,tbi_low,6,VID_TBI0110_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9651,0.0396,True,1.359,2.5605,0.2637,3.4605,6.135,8.4945,32.9859,47.2239,0.0,0.2143,0,False,placeholder_pending_replacement,42
TBI0111,tbi_low,4,VID_TBI0111_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9629,6.308,True,1.5657,3.508,0.2929,3.1386,11.8814,19.178,35.7954,62.5445,0.0153,0.1414,0,False,placeholder_pending_replacement,42
TBI0111,tbi_low,5,VID_TBI0111_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9664,3.8378,True,2.0947,5.1066,0.2979,4.2975,9.8451,15.2822,34.4648,53.1608,0.0,0.2471,0,False,placeholder_pending_replacement,42
TBI0111,tbi_low,6,VID_TBI0111_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9787,6.3572,True,1.3913,2.4309,0.2927,5.0146,10.6085,18.5915,21.6985,37.1323,0.1727,0.2919,0,False,placeholder_pending_replacement,42
TBI0112,tbi_low,4,VID_TBI0112_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9308,5.8132,True,1.0741,2.866,0.2698,7.7684,17.7986,26.2865,27.5644,46.6983,0.0879,0.4277,0,False,placeholder_pending_replacement,42
TBI0112,tbi_low,5,VID_TBI0112_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9715,3.5831,True,1.5328,3.7512,0.3473,3.3099,18.2214,35.2074,36.7451,59.0275,0.0148,0.2375,0,False,placeholder_pending_replacement,42
TBI0112,tbi_low,6,VID_TBI0112_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9345,2.8915,True,1.0576,2.1661,0.2629,5.5997,10.2102,17.7072,50.688,79.1588,0.0,0.3743,0,False,placeholder_pending_replacement,42
TBI0113,tbi_low,4,VID_TBI0113_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9345,2.1538,True,2.1162,4.6072,0.2931,5.3416,4.7512,8.5737,30.44,62.101,0.1963,0.4488,0,False,placeholder_pending_replacement,42
TBI0113,tbi_low,5,VID_TBI0113_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9194,0.0,True,1.595,4.3237,0.2805,4.2564,17.0087,24.0393,36.6081,80.2213,0.0907,0.1439,0,False,placeholder_pending_replacement,42
TBI0114,tbi_low,4,VID_TBI0114_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9672,2.5408,True,1.7187,4.7541,0.2695,3.6446,10.7808,20.6836,28.4794,52.2786,0.0,0.1301,0,False,placeholder_pending_replacement,42
TBI0114,tbi_low,5,VID_TBI0114_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9774,2.0382,True,2.9974,7.1954,0.084,8.9783,29.0461,39.8621,69.4758,106.6427,0.2598,1.36,1,False,placeholder_pending_replacement,42
TBI0114,tbi_low,6,VID_TBI0114_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9507,5.9568,True,3.4723,5.9325,0.2226,9.305,26.0847,36.2236,70.2269,108.6526,0.4257,1.3225,1,False,placeholder_pending_replacement,42
TBI0115,tbi_low,4,VID_TBI0115_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,6.9459,True,3.1194,6.8166,0.1499,9.5627,25.0696,46.464,58.8321,99.1965,0.392,1.2538,1,False,placeholder_pending_replacement,42
TBI0115,tbi_low,5,VID_TBI0115_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9609,5.0946,True,2.7638,5.5769,0.1427,8.8745,21.602,31.7586,68.9308,110.1083,0.5371,1.2007,1,False,placeholder_pending_replacement,42
TBI0115,tbi_low,6,VID_TBI0115_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9645,0.5136,True,4.5535,10.3573,0.0624,12.2183,43.5554,77.7666,111.9362,156.712,1.7292,2.8742,3,False,placeholder_pending_replacement,42
TBI0116,tbi_low,4,VID_TBI0116_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.975,4.4395,True,3.0684,8.5257,0.196,6.9513,22.93,44.418,78.1575,131.6353,0.4885,1.1548,2,False,placeholder_pending_replacement,42
TBI0116,tbi_low,5,VID_TBI0116_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,6.1872,True,3.6346,10.1063,0.0963,6.8947,24.8483,43.9794,66.3708,143.3453,0.1941,1.2519,0,False,placeholder_pending_replacement,42
TBI0116,tbi_low,6,VID_TBI0116_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9837,3.0997,True,2.6632,5.8224,0.0896,9.8958,25.7317,43.7622,64.0968,147.3681,0.3745,1.2856,0,False,placeholder_pending_replacement,42
TBI0117,tbi_low,4,VID_TBI0117_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9597,0.0,True,1.5721,4.3117,0.3178,3.5356,23.136,36.4186,27.4841,59.206,0.0,0.2665,0,False,placeholder_pending_replacement,42
TBI0117,tbi_low,5,VID_TBI0117_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9821,5.5127,True,1.838,3.4595,0.2535,2.9576,16.4002,21.5447,18.8898,28.3391,0.0,0.2556,1,False,placeholder_pending_replacement,42
TBI0117,tbi_low,6,VID_TBI0117_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9704,5.0752,True,2.2831,4.7392,0.2782,4.5853,11.8836,22.9374,40.1606,85.3192,0.1416,0.3261,0,False,placeholder_pending_replacement,42
TBI0118,tbi_low,4,VID_TBI0118_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9733,0.1963,True,1.4924,3.1505,0.2489,4.5444,9.6371,16.6489,28.0017,39.3018,0.0036,0.1651,0,False,placeholder_pending_replacement,42
TBI0118,tbi_low,5,VID_TBI0118_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9343,0.0,True,0.8742,1.9516,0.3494,2.9573,13.2609,18.8589,45.1273,79.2637,0.0,0.3838,0,False,placeholder_pending_replacement,42
TBI0118,tbi_low,6,VID_TBI0118_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,3.9658,True,1.9373,4.6007,0.2736,5.0573,17.0384,25.2681,34.1343,67.3006,0.0,0.207,0,False,placeholder_pending_replacement,42
TBI0119,tbi_low,4,VID_TBI0119_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9808,1.7046,True,1.5344,2.7709,0.2057,4.5572,13.1929,17.719,36.2453,72.0601,0.0907,0.1797,0,False,placeholder_pending_replacement,42
TBI0119,tbi_low,5,VID_TBI0119_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9554,0.3031,True,1.4407,3.6414,0.2953,5.0666,16.9904,24.9792,29.9077,64.5569,0.048,0.1904,0,False,placeholder_pending_replacement,42
TBI0119,tbi_low,6,VID_TBI0119_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9941,5.1852,True,1.9006,4.3386,0.2734,4.8707,15.2053,25.2431,31.7173,56.4878,0.0,0.1472,1,False,placeholder_pending_replacement,42
TBI0120,tbi_low,4,VID_TBI0120_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9492,2.3071,True,1.4137,3.5517,0.3497,4.1864,11.6249,22.2285,17.371,36.6947,0.0,0.2603,0,False,placeholder_pending_replacement,42
TBI0120,tbi_low,5,VID_TBI0120_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.951,7.0999,True,2.1624,3.8876,0.2985,4.3569,11.0709,16.7019,39.29,90.0111,0.0,0.2735,0,False,placeholder_pending_replacement,42
TBI0120,tbi_low,6,VID_TBI0120_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9725,1.6215,True,1.4744,3.1658,0.2051,3.4711,12.8761,21.0476,42.4775,64.516,0.0428,0.2178,0,False,placeholder_pending_replacement,42
TBI0121,tbi_moderate,4,VID_TBI0121_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9219,0.0,True,1.3621,3.0137,0.2337,3.1784,11.1219,14.9979,28.3111,45.3556,0.1192,0.2376,0,False,placeholder_pending_replacement,42
